ref_animal,ref_treatment,ref_implantation,ref_marker,ref_tissue,ref_section_number,ref_side,ref_quantification
CFA11,no,no,CGRP,SC,2,contralateral,1339.9517
CFA11,no,no,CGRP,SC,3,contralateral,1025.9622
CFA12,CFA,no,CGRP,SC,1,ipsilateral,1622.725
CFA12,CFA,no,CGRP,SC,2,ipsilateral,1839.2617
CFA12,CFA,no,CGRP,SC,3,ipsilateral,1496.2774
CFA12,no,no,CGRP,SC,1,contralateral,1622.6026
CFA12,no,no,CGRP,SC,2,contralateral,1823.8948
CFA12,no,no,CGRP,SC,3,contralateral,1924.5792
CFA13,CFA,no,CGRP,SC,1,ipsilateral,1736.3526
CFA13,CFA,no,CGRP,SC,2,ipsilateral,1600.0767
CFA13,CFA,no,CGRP,SC,3,ipsilateral,2401.3924
CFA13,CFA,no,CGRP,SC,4,ipsilateral,1082.454
CFA13,no,no,CGRP,SC,1,contralateral,1847.6181
CFA13,no,no,CGRP,SC,2,contralateral,1549.7318
CFA13,no,no,CGRP,SC,3,contralateral,2276.853
CFA13,no,no,CGRP,SC,4,contralateral,1142.4265
CFA14,CFA,no,CGRP,SC,1,ipsilateral,1319.6573
CFA14,CFA,no,CGRP,SC,2,ipsilateral,1299.6983
CFA14,CFA,no,CGRP,SC,3,ipsilateral,1274.8968
CFA14,no,no,CGRP,SC,1,contralateral,1419.8798
CFA14,no,no,CGRP,SC,2,contralateral,1269.8215
CFA14,no,no,CGRP,SC,3,contralateral,1359.6345
CICFA02,CFA,acute,CGRP,SC,1,ipsilateral,2112.049
CICFA02,CFA,acute,CGRP,SC,2,ipsilateral,1486.5214
CICFA02,CFA,acute,CGRP,SC,3,ipsilateral,1415.7749
CICFA02,CFA,acute,CGRP,SC,4,ipsilateral,1229.078
CICFA02,no,no,CGRP,SC,1,contralateral,2019.9772
CICFA02,no,no,CGRP,SC,2,contralateral,1383.168
CICFA02,no,no,CGRP,SC,3,contralateral,1269.6085
CICFA02,no,no,CGRP,SC,4,contralateral,1082.2007
CICFA03,CFA,acute,CGRP,SC,1,ipsilateral,1092.0018
CICFA03,CFA,acute,CGRP,SC,2,ipsilateral,1349.8017
CICFA03,CFA,acute,CGRP,SC,3,ipsilateral,1047.087
CICFA03,no,no,CGRP,SC,1,contralateral,1259.3786
CICFA03,no,no,CGRP,SC,2,contralateral,1213.3534
CICFA03,no,no,CGRP,SC,3,contralateral,1188.3878
CICFA04,CFA,acute,CGRP,SC,1,ipsilateral,1205.8078
CICFA04,CFA,acute,CGRP,SC,2,ipsilateral,1264.5285
CICFA04,CFA,acute,CGRP,SC,3,ipsilateral,1308.4997
CICFA04,CFA,acute,CGRP,SC,4,ipsilateral,1258.3239
CICFA04,no,no,CGRP,SC,1,contralateral,1198.0395
CICFA04,no,no,CGRP,SC,2,contralateral,1208.2567
CICFA04,no,no,CGRP,SC,3,contralateral,1279.4986
CICFA04,no,no,CGRP,SC,4,contralateral,1231.9629
CICFA05,CFA,acute,CGRP,SC,1,ipsilateral,830.9023
CICFA05,CFA,acute,CGRP,SC,2,ipsilateral,1360.5515
CICFA05,CFA,acute,CGRP,SC,3,ipsilateral,1065.8268
CICFA05,CFA,acute,CGRP,SC,4,ipsilateral,1302.5095
CICFA05,no,no,CGRP,SC,1,contralateral,1010.693
CICFA05,no,no,CGRP,SC,2,contralateral,1386.7315
CICFA05,no,no,CGRP,SC,3,contralateral,1123.5198
CICFA05,no,no,CGRP,SC,4,contralateral,1395.4132
CICFA06,CFA,acute,CGRP,SC,1,ipsilateral,1355.8661
CICFA06,CFA,acute,CGRP,SC,2,ipsilateral,1177.0218
CICFA06,CFA,acute,CGRP,SC,3,ipsilateral,1064.0441
CICFA06,CFA,acute,CGRP,SC,4,ipsilateral,793.5954
CICFA06,no,no,CGRP,SC,1,contralateral,1538.3685
CICFA06,no,no,CGRP,SC,2,contralateral,1254.0101
CICFA06,no,no,CGRP,SC,3,contralateral,1106.4962
CICFA06,no,no,CGRP,SC,4,contralateral,756.788
SNI07,SNI,no,CGRP,SC,1,ipsilateral,1373.5483
SNI07,SNI,no,CGRP,SC,2,ipsilateral,1542.9214
SNI07,no,no,CGRP,SC,1,contralateral,1317.1145
SNI07,no,no,CGRP,SC,2,contralateral,1665.256
SNI08,SNI,no,CGRP,SC,1,ipsilateral,1825.7479
SNI08,SNI,no,CGRP,SC,2,ipsilateral,1542.1984
SNI08,SNI,no,CGRP,SC,3,ipsilateral,1352.4516
SNI08,SNI,no,CGRP,SC,4,ipsilateral,1126.4379
SNI08,no,no,CGRP,SC,1,contralateral,1587.5438
SNI08,no,no,CGRP,SC,2,contralateral,1434.3181
SNI08,no,no,CGRP,SC,3,contralateral,1542.1186
SNI08,no,no,CGRP,SC,4,contralateral,1134.3875
SNI09,SNI,no,CGRP,SC,1,ipsilateral,1125.9474
SNI09,SNI,no,CGRP,SC,2,ipsilateral,1255.7665
SNI09,SNI,no,CGRP,SC,3,ipsilateral,1079.6615
SNI09,SNI,no,CGRP,SC,4,ipsilateral,1017.838
SNI09,no,no,CGRP,SC,1,contralateral,1176.7718
SNI09,no,no,CGRP,SC,2,contralateral,1320.5786
SNI09,no,no,CGRP,SC,3,contralateral,1094.5649
SNI09,no,no,CGRP,SC,4,contralateral,1175.9657
SNI10,SNI,no,CGRP,SC,1,ipsilateral,1444.6724
SNI10,SNI,no,CGRP,SC,2,ipsilateral,1093.0928
SNI10,SNI,no,CGRP,SC,3,ipsilateral,1101.3772
SNI10,no,no,CGRP,SC,1,contralateral,1567.4292
SNI10,no,no,CGRP,SC,2,contralateral,1159.5286
SNI10,no,no,CGRP,SC,3,contralateral,1170.4048
SNI11,SNI,no,CGRP,SC,1,ipsilateral,1497.051
SNI11,SNI,no,CGRP,SC,2,ipsilateral,1780.556
SNI11,SNI,no,CGRP,SC,3,ipsilateral,1571.7051
SNI11,no,no,CGRP,SC,1,contralateral,1563.1949
SNI11,no,no,CGRP,SC,2,contralateral,1863.3754
SNI11,no,no,CGRP,SC,3,contralateral,1684.8413
SNI12,SNI,no,CGRP,SC,1,ipsilateral,1225.5327
SNI12,SNI,no,CGRP,SC,2,ipsilateral,1280.5479
SNI12,SNI,no,CGRP,SC,3,ipsilateral,1278.9893
SNI12,SNI,no,CGRP,SC,4,ipsilateral,1293.2996
SNI12,no,no,CGRP,SC,1,contralateral,1284.4399
SNI12,no,no,CGRP,SC,2,contralateral,1407.3312
SNI12,no,no,CGRP,SC,3,contralateral,1450.246
SNI12,no,no,CGRP,SC,4,contralateral,1446.2377
SNI13,SNI,no,CGRP,SC,1,ipsilateral,1062.7647
SNI13,SNI,no,CGRP,SC,2,ipsilateral,1360.72
SNI13,SNI,no,CGRP,SC,3,ipsilateral,1392.255
SNI13,no,no,CGRP,SC,1,contralateral,1173.9876
SNI13,no,no,CGRP,SC,2,contralateral,1519.0487
SNI13,no,no,CGRP,SC,3,contralateral,1623.4861
SNI14,SNI,no,CGRP,SC,1,ipsilateral,1047.3306
SNI14,SNI,no,CGRP,SC,2,ipsilateral,1262.2591
SNI14,SNI,no,CGRP,SC,3,ipsilateral,1323.9313
SNI14,SNI,no,CGRP,SC,4,ipsilateral,1438.5266
SNI14,no,no,CGRP,SC,1,contralateral,1028.316
SNI14,no,no,CGRP,SC,2,contralateral,1293.8223
SNI14,no,no,CGRP,SC,3,contralateral,1307.8166
SNI14,no,no,CGRP,SC,4,contralateral,1413.0816
SNI15,SNI,no,CGRP,SC,1,ipsilateral,966.8059
SNI15,SNI,no,CGRP,SC,2,ipsilateral,1094.463
SNI15,SNI,no,CGRP,SC,3,ipsilateral,1634.3832
SNI15,no,no,CGRP,SC,1,contralateral,1099.4448
SNI15,no,no,CGRP,SC,2,contralateral,1267.771
SNI15,no,no,CGRP,SC,3,contralateral,1550.1479
CISNI02,SNI,acute,CGRP,SC,1,ipsilateral,1452.2188
CISNI02,SNI,acute,CGRP,SC,2,ipsilateral,1675.7222
CISNI02,SNI,acute,CGRP,SC,3,ipsilateral,2120.1807
CISNI02,SNI,acute,CGRP,SC,4,ipsilateral,1385.6874
CISNI02,no,no,CGRP,SC,1,contralateral,1472.2984
CISNI02,no,no,CGRP,SC,2,contralateral,1614.3768
CISNI02,no,no,CGRP,SC,3,contralateral,2041.751
CISNI02,no,no,CGRP,SC,4,contralateral,1444.34
CISNI03,SNI,acute,CGRP,SC,1,ipsilateral,1522.2823
CISNI03,SNI,acute,CGRP,SC,2,ipsilateral,1254.8994
CISNI03,SNI,acute,CGRP,SC,3,ipsilateral,1672.8186
CISNI03,SNI,acute,CGRP,SC,4,ipsilateral,1342.8398
CISNI03,no,no,CGRP,SC,1,contralateral,1806.5693
CISNI03,no,no,CGRP,SC,2,contralateral,1573.2604
CISNI03,no,no,CGRP,SC,3,contralateral,1834.3659
CISNI03,no,no,CGRP,SC,4,contralateral,1654.2025
CISNI04,SNI,acute,CGRP,SC,1,ipsilateral,1723.6564
CISNI04,SNI,acute,CGRP,SC,2,ipsilateral,1510.6482
CISNI04,SNI,acute,CGRP,SC,3,ipsilateral,1810.457
CISNI04,SNI,acute,CGRP,SC,4,ipsilateral,1658.6932
CISNI04,no,no,CGRP,SC,1,contralateral,1551.7986
CISNI04,no,no,CGRP,SC,2,contralateral,1478.0657
CISNI04,no,no,CGRP,SC,3,contralateral,1488.0811
CISNI04,no,no,CGRP,SC,4,contralateral,1399.0513
CISNI05,SNI,acute,CGRP,SC,1,ipsilateral,1412.857
CISNI05,SNI,acute,CGRP,SC,2,ipsilateral,1475.6011
CISNI05,SNI,acute,CGRP,SC,3,ipsilateral,1331.8174
CISNI05,SNI,acute,CGRP,SC,4,ipsilateral,1366.6999
CISNI05,no,no,CGRP,SC,1,contralateral,1521.5099
CISNI05,no,no,CGRP,SC,2,contralateral,1612.2354
CISNI05,no,no,CGRP,SC,3,contralateral,1406.4972
CISNI05,no,no,CGRP,SC,4,contralateral,1542.8281
CISNI06,SNI,acute,CGRP,SC,1,ipsilateral,1174.5837
CISNI06,SNI,acute,CGRP,SC,2,ipsilateral,1720.2403
CISNI06,SNI,acute,CGRP,SC,3,ipsilateral,1292.8644
CISNI06,no,no,CGRP,SC,1,contralateral,1196.6893
CISNI06,no,no,CGRP,SC,2,contralateral,1890.769
CISNI06,no,no,CGRP,SC,3,contralateral,1325.7161
CISNI07,SNI,acute,CGRP,SC,1,ipsilateral,1433.368
CISNI07,SNI,acute,CGRP,SC,2,ipsilateral,1510.2936
CISNI07,no,no,CGRP,SC,1,contralateral,1277.1235
CISNI07,no,no,CGRP,SC,2,contralateral,1538.5544
CIC03,no,acute,CGRP,SC,1,ipsilateral,1756.2793
CIC03,no,acute,CGRP,SC,2,ipsilateral,1843.2966
CIC03,no,acute,CGRP,SC,3,ipsilateral,2227.696
CIC03,no,acute,CGRP,SC,4,ipsilateral,1660.4019
CIC03,no,no,CGRP,SC,1,contralateral,1913.4845
CIC03,no,no,CGRP,SC,2,contralateral,1745.6304
CIC03,no,no,CGRP,SC,3,contralateral,2620.0247
CIC03,no,no,CGRP,SC,4,contralateral,1701.8091
CIC04,no,acute,CGRP,SC,1,ipsilateral,1740.0076
CIC04,no,acute,CGRP,SC,2,ipsilateral,1459.714
CIC04,no,acute,CGRP,SC,3,ipsilateral,1841.3393
CIC04,no,acute,CGRP,SC,4,ipsilateral,1961.1009
CIC04,no,no,CGRP,SC,1,contralateral,1543.7953
CIC04,no,no,CGRP,SC,2,contralateral,1409.7819
CIC04,no,no,CGRP,SC,3,contralateral,1692.3214
CIC04,no,no,CGRP,SC,4,contralateral,1987.0401
CIC05,no,acute,CGRP,SC,1,ipsilateral,1496.503
CIC05,no,acute,CGRP,SC,2,ipsilateral,1743.9756
CIC05,no,acute,CGRP,SC,3,ipsilateral,1820.9264
CIC05,no,no,CGRP,SC,1,contralateral,1551.2491
CIC05,no,no,CGRP,SC,2,contralateral,1524.2347
CIC05,no,no,CGRP,SC,3,contralateral,1638.6923
CIC06,no,acute,CGRP,SC,1,ipsilateral,1645.9208
CIC06,no,no,CGRP,SC,1,contralateral,1394.4207
CIC07,no,acute,CGRP,SC,1,ipsilateral,1719.4434
CIC07,no,acute,CGRP,SC,2,ipsilateral,2050.7876
CIC07,no,acute,CGRP,SC,3,ipsilateral,2425.6029
CIC07,no,acute,CGRP,SC,4,ipsilateral,2375.6821
CIC07,no,no,CGRP,SC,1,contralateral,1658.0841
CIC07,no,no,CGRP,SC,2,contralateral,1883.6025
CIC07,no,no,CGRP,SC,3,contralateral,2133.264
CIC07,no,no,CGRP,SC,4,contralateral,2109.5803
CIC08,no,acute,CGRP,SC,1,ipsilateral,1507.47
CIC08,no,acute,CGRP,SC,2,ipsilateral,1333.5818
CIC08,no,acute,CGRP,SC,3,ipsilateral,1321.5008
CIC08,no,acute,CGRP,SC,4,ipsilateral,1744.8905
CIC08,no,no,CGRP,SC,1,contralateral,1615.56
CIC08,no,no,CGRP,SC,2,contralateral,1360.8337
CIC08,no,no,CGRP,SC,3,contralateral,1496.2258
CIC08,no,no,CGRP,SC,4,contralateral,1704.5804
CCIC01,no,chronic,CGRP,SC,1,ipsilateral,98.3561
CCIC01,no,chronic,CGRP,SC,2,ipsilateral,111.3437
CCIC01,no,chronic,CGRP,SC,3,ipsilateral,105.9351
CCIC01,no,chronic,CGRP,SC,4,ipsilateral,116.713
CCIC01,no,no,CGRP,SC,1,contralateral,97.6266
CCIC01,no,no,CGRP,SC,2,contralateral,119.1763
CCIC01,no,no,CGRP,SC,3,contralateral,98.9103
CCIC01,no,no,CGRP,SC,4,contralateral,111.5526
CCIC02,no,chronic,CGRP,SC,1,ipsilateral,99.7088
CCIC02,no,chronic,CGRP,SC,2,ipsilateral,82.6032
CCIC02,no,chronic,CGRP,SC,3,ipsilateral,97.151
CCIC02,no,chronic,CGRP,SC,4,ipsilateral,97.3107
CCIC02,no,no,CGRP,SC,1,contralateral,109.9352
CCIC02,no,no,CGRP,SC,2,contralateral,87.5112
CCIC02,no,no,CGRP,SC,3,contralateral,97.4386
CCIC02,no,no,CGRP,SC,4,contralateral,100.0821
CCIC03,no,chronic,CGRP,SC,1,ipsilateral,77.6789
CCIC03,no,chronic,CGRP,SC,2,ipsilateral,114.892
CCIC03,no,chronic,CGRP,SC,3,ipsilateral,102.4328
CCIC03,no,chronic,CGRP,SC,4,ipsilateral,118.4481
CCIC03,no,no,CGRP,SC,1,contralateral,83.9903
CCIC03,no,no,CGRP,SC,2,contralateral,111.0789
CCIC03,no,no,CGRP,SC,3,contralateral,105.6873
CCIC03,no,no,CGRP,SC,4,contralateral,108.4551
CCIC04,no,chronic,CGRP,SC,1,ipsilateral,85.8415
CCIC04,no,chronic,CGRP,SC,2,ipsilateral,88.1938
CCIC04,no,chronic,CGRP,SC,3,ipsilateral,85.7471
CCIC04,no,chronic,CGRP,SC,4,ipsilateral,78.6666
CCIC04,no,no,CGRP,SC,1,contralateral,87.7146
CCIC04,no,no,CGRP,SC,2,contralateral,82.9124
CCIC04,no,no,CGRP,SC,3,contralateral,85.7106
CCIC04,no,no,CGRP,SC,4,contralateral,75.1589
CCIC05,no,chronic,CGRP,SC,1,ipsilateral,76.2848
CCIC05,no,chronic,CGRP,SC,2,ipsilateral,132.8449
CCIC05,no,chronic,CGRP,SC,3,ipsilateral,95.7068
CCIC05,no,chronic,CGRP,SC,4,ipsilateral,132.8449
CCIC05,no,chronic,CGRP,SC,5,ipsilateral,97.311
CCIC05,no,no,CGRP,SC,1,contralateral,80.9851
CCIC05,no,no,CGRP,SC,2,contralateral,101.3591
CCIC05,no,no,CGRP,SC,3,contralateral,104.2203
CCIC05,no,no,CGRP,SC,4,contralateral,92.5252
CCIC05,no,no,CGRP,SC,5,contralateral,133.5666
CCIC06,no,chronic,CGRP,SC,1,ipsilateral,76.1705
CCIC06,no,chronic,CGRP,SC,2,ipsilateral,100.3377
CCIC06,no,chronic,CGRP,SC,3,ipsilateral,101.1438
CCIC06,no,no,CGRP,SC,1,contralateral,84.7027
CCIC06,no,no,CGRP,SC,2,contralateral,102.7938
CCIC06,no,no,CGRP,SC,3,contralateral,96.0333
CFA06,CFA,no,IB4,SC,1,ipsilateral,137.6372
CFA06,CFA,no,IB4,SC,2,ipsilateral,119.2108
CFA06,CFA,no,IB4,SC,3,ipsilateral,111.9064
CFA06,CFA,no,IB4,SC,4,ipsilateral,160.7613
CFA06,CFA,no,IB4,SC,5,ipsilateral,239.1158
CFA06,no,no,IB4,SC,1,contralateral,195.8402
CFA06,no,no,IB4,SC,2,contralateral,169.0772
CFA06,no,no,IB4,SC,3,contralateral,161.324
CFA06,no,no,IB4,SC,4,contralateral,223.3549
CFA06,no,no,IB4,SC,5,contralateral,304.496
CFA07,CFA,no,IB4,SC,1,ipsilateral,599.9477
CFA07,CFA,no,IB4,SC,2,ipsilateral,450.1262
CFA07,CFA,no,IB4,SC,3,ipsilateral,619.4899
CFA07,CFA,no,IB4,SC,4,ipsilateral,475.7693
CFA07,CFA,no,IB4,SC,5,ipsilateral,356.2469
CFA07,no,no,IB4,SC,1,contralateral,640.1565
CFA07,no,no,IB4,SC,2,contralateral,422.7071
CFA07,no,no,IB4,SC,3,contralateral,668.5621
CFA07,no,no,IB4,SC,4,contralateral,428.5866
CFA07,no,no,IB4,SC,5,contralateral,293.0959
CFA09,CFA,no,IB4,SC,1,ipsilateral,888.3382
CFA09,CFA,no,IB4,SC,2,ipsilateral,271.3972
CFA09,no,no,IB4,SC,1,contralateral,851.5091
CFA09,no,no,IB4,SC,2,contralateral,274.2593
CFA10,CFA,no,IB4,SC,1,ipsilateral,646.4174
CFA10,CFA,no,IB4,SC,2,ipsilateral,1051.8969
CFA10,CFA,no,IB4,SC,3,ipsilateral,827.2011
CFA10,CFA,no,IB4,SC,4,ipsilateral,1081.3598
CFA10,no,no,IB4,SC,1,contralateral,647.5396
CFA10,no,no,IB4,SC,2,contralateral,850.0957
CFA10,no,no,IB4,SC,3,contralateral,1140.8091
CFA10,no,no,IB4,SC,4,contralateral,1123.4103
CFA11,CFA,no,IB4,SC,1,ipsilateral,438.3575
CFA11,CFA,no,IB4,SC,2,ipsilateral,574.5663
CFA11,CFA,no,IB4,SC,3,ipsilateral,385.3133
CFA11,no,no,IB4,SC,1,contralateral,438.5102
CFA11,no,no,IB4,SC,2,contralateral,696.7439
CFA11,no,no,IB4,SC,3,contralateral,362.3563
CFA12,CFA,no,IB4,SC,1,ipsilateral,985.9786
CFA12,CFA,no,IB4,SC,2,ipsilateral,994.8666
CFA12,CFA,no,IB4,SC,3,ipsilateral,300.3145
CFA12,no,no,IB4,SC,1,contralateral,804.8457
CFA12,no,no,IB4,SC,2,contralateral,938.2742
CFA12,no,no,IB4,SC,3,contralateral,305.9855
CFA13,CFA,no,IB4,SC,1,ipsilateral,894.0191
CFA13,CFA,no,IB4,SC,2,ipsilateral,940.0973
CFA13,CFA,no,IB4,SC,3,ipsilateral,827.0938
CFA13,CFA,no,IB4,SC,4,ipsilateral,686.8512
CFA13,no,no,IB4,SC,1,contralateral,783.2267
CFA13,no,no,IB4,SC,2,contralateral,797.1396
CFA13,no,no,IB4,SC,3,contralateral,944.5365
CFA13,no,no,IB4,SC,4,contralateral,585.5656
CFA14,CFA,no,IB4,SC,1,ipsilateral,547.1166
CFA14,CFA,no,IB4,SC,2,ipsilateral,899.7429
CFA14,CFA,no,IB4,SC,3,ipsilateral,693.259
CFA14,no,no,IB4,SC,1,contralateral,534.1964
CFA14,no,no,IB4,SC,2,contralateral,706.9692
CFA14,no,no,IB4,SC,3,contralateral,743.2712
CICFA02,CFA,acute,IB4,SC,1,ipsilateral,357.8443
CICFA02,CFA,acute,IB4,SC,2,ipsilateral,972.1008
CICFA02,CFA,acute,IB4,SC,3,ipsilateral,723.7688
CICFA02,CFA,acute,IB4,SC,4,ipsilateral,550.5895
CICFA02,no,no,IB4,SC,1,contralateral,408.3922
CICFA02,no,no,IB4,SC,2,contralateral,1357.1354
CICFA02,no,no,IB4,SC,3,contralateral,763.8582
CICFA02,no,no,IB4,SC,4,contralateral,582.9425
CICFA03,CFA,acute,IB4,SC,1,ipsilateral,584.6943
CICFA03,CFA,acute,IB4,SC,2,ipsilateral,866.7196
CICFA03,CFA,acute,IB4,SC,3,ipsilateral,402.9066
CICFA03,no,no,IB4,SC,1,contralateral,863.1446
CICFA03,no,no,IB4,SC,2,contralateral,679.2154
CICFA03,no,no,IB4,SC,3,contralateral,355.9845
CICFA04,CFA,acute,IB4,SC,1,ipsilateral,606.7185
CICFA04,CFA,acute,IB4,SC,2,ipsilateral,407.3177
CICFA04,CFA,acute,IB4,SC,3,ipsilateral,547.239
CICFA04,CFA,acute,IB4,SC,4,ipsilateral,481.5939
CICFA04,no,no,IB4,SC,1,contralateral,693.1464
CICFA04,no,no,IB4,SC,2,contralateral,619.4794
CICFA04,no,no,IB4,SC,3,contralateral,809.1307
CICFA04,no,no,IB4,SC,4,contralateral,631.7648
CICFA05,CFA,acute,IB4,SC,1,ipsilateral,332.4097
CICFA05,CFA,acute,IB4,SC,2,ipsilateral,729.8763
CICFA05,CFA,acute,IB4,SC,3,ipsilateral,421.0591
CICFA05,CFA,acute,IB4,SC,4,ipsilateral,739.9715
CICFA05,no,no,IB4,SC,1,contralateral,398.52
CICFA05,no,no,IB4,SC,2,contralateral,932.9925
CICFA05,no,no,IB4,SC,3,contralateral,550.7194
CICFA05,no,no,IB4,SC,4,contralateral,857.1912
CICFA06,CFA,acute,IB4,SC,1,ipsilateral,768.4709
CICFA06,CFA,acute,IB4,SC,2,ipsilateral,870.6404
CICFA06,CFA,acute,IB4,SC,3,ipsilateral,990.647
CICFA06,CFA,acute,IB4,SC,4,ipsilateral,497.1218
CICFA06,no,no,IB4,SC,1,contralateral,793.3679
CICFA06,no,no,IB4,SC,2,contralateral,869.0874
CICFA06,no,no,IB4,SC,3,contralateral,973.4032
CICFA06,no,no,IB4,SC,4,contralateral,378.5471
SNI07,SNI,no,IB4,SC,1,ipsilateral,299.045
SNI07,SNI,no,IB4,SC,2,ipsilateral,494.8458
SNI07,no,no,IB4,SC,1,contralateral,352.6281
SNI07,no,no,IB4,SC,2,contralateral,615.4539
SNI08,SNI,no,IB4,SC,1,ipsilateral,599.3665
SNI08,SNI,no,IB4,SC,2,ipsilateral,438.1608
SNI08,SNI,no,IB4,SC,3,ipsilateral,490.6005
SNI08,SNI,no,IB4,SC,4,ipsilateral,546.7816
SNI08,no,no,IB4,SC,1,contralateral,608.166
SNI08,no,no,IB4,SC,2,contralateral,401.2692
SNI08,no,no,IB4,SC,3,contralateral,544.4281
SNI08,no,no,IB4,SC,4,contralateral,629.0995
SNI09,SNI,no,IB4,SC,1,ipsilateral,333.2122
SNI09,SNI,no,IB4,SC,2,ipsilateral,577.8018
SNI09,SNI,no,IB4,SC,3,ipsilateral,294.1422
SNI09,SNI,no,IB4,SC,4,ipsilateral,324.5353
SNI09,no,no,IB4,SC,1,contralateral,367.9992
SNI09,no,no,IB4,SC,2,contralateral,661.5497
SNI09,no,no,IB4,SC,3,contralateral,419.4876
SNI09,no,no,IB4,SC,4,contralateral,485.504
SNI10,SNI,no,IB4,SC,1,ipsilateral,453.6062
SNI10,SNI,no,IB4,SC,2,ipsilateral,386.9453
SNI10,SNI,no,IB4,SC,3,ipsilateral,438.2504
SNI10,no,no,IB4,SC,1,contralateral,632.4466
SNI10,no,no,IB4,SC,2,contralateral,469.3644
SNI10,no,no,IB4,SC,3,contralateral,489.388
SNI11,SNI,no,IB4,SC,1,ipsilateral,455.1859
SNI11,SNI,no,IB4,SC,2,ipsilateral,436.5207
SNI11,SNI,no,IB4,SC,3,ipsilateral,291.1538
SNI11,no,no,IB4,SC,1,contralateral,645.3822
SNI11,no,no,IB4,SC,2,contralateral,580.0779
SNI11,no,no,IB4,SC,3,contralateral,358.6448
SNI12,SNI,no,IB4,SC,1,ipsilateral,391.0019
SNI12,SNI,no,IB4,SC,2,ipsilateral,383.2969
SNI12,SNI,no,IB4,SC,3,ipsilateral,380.1111
SNI12,SNI,no,IB4,SC,4,ipsilateral,307.9115
SNI12,no,no,IB4,SC,1,contralateral,468.2472
SNI12,no,no,IB4,SC,2,contralateral,514.899
SNI12,no,no,IB4,SC,3,contralateral,538.8344
SNI12,no,no,IB4,SC,4,contralateral,473.5445
SNI13,SNI,no,IB4,SC,1,ipsilateral,251.3135
SNI13,SNI,no,IB4,SC,2,ipsilateral,338.2235
SNI13,SNI,no,IB4,SC,3,ipsilateral,506.5233
SNI13,no,no,IB4,SC,1,contralateral,349.9851
SNI13,no,no,IB4,SC,2,contralateral,442.2261
SNI13,no,no,IB4,SC,3,contralateral,508.138
SNI14,SNI,no,IB4,SC,1,ipsilateral,245.3421
SNI14,SNI,no,IB4,SC,2,ipsilateral,493.463
SNI14,SNI,no,IB4,SC,3,ipsilateral,308.8689
SNI14,SNI,no,IB4,SC,4,ipsilateral,508.3111
SNI14,no,no,IB4,SC,1,contralateral,280.2448
SNI14,no,no,IB4,SC,2,contralateral,585.7461
SNI14,no,no,IB4,SC,3,contralateral,385.3753
SNI14,no,no,IB4,SC,4,contralateral,573.265
SNI15,SNI,no,IB4,SC,1,ipsilateral,654.4803
SNI15,SNI,no,IB4,SC,2,ipsilateral,268.4782
SNI15,SNI,no,IB4,SC,3,ipsilateral,201.5087
SNI15,no,no,IB4,SC,1,contralateral,739.5089
SNI15,no,no,IB4,SC,2,contralateral,305.1306
SNI15,no,no,IB4,SC,3,contralateral,209.3738
CISNI02,SNI,acute,IB4,SC,1,ipsilateral,413.576
CISNI02,SNI,acute,IB4,SC,2,ipsilateral,538.786
CISNI02,SNI,acute,IB4,SC,3,ipsilateral,1229.9623
CISNI02,SNI,acute,IB4,SC,4,ipsilateral,730.0527
CISNI02,no,no,IB4,SC,1,contralateral,560.5575
CISNI02,no,no,IB4,SC,2,contralateral,658.7592
CISNI02,no,no,IB4,SC,3,contralateral,1347.9796
CISNI02,no,no,IB4,SC,4,contralateral,766.0276
CISNI03,SNI,acute,IB4,SC,1,ipsilateral,549.8564
CISNI03,SNI,acute,IB4,SC,2,ipsilateral,343.2085
CISNI03,SNI,acute,IB4,SC,3,ipsilateral,597.7753
CISNI03,SNI,acute,IB4,SC,4,ipsilateral,398.9269
CISNI03,no,no,IB4,SC,1,contralateral,689.3559
CISNI03,no,no,IB4,SC,2,contralateral,482.6952
CISNI03,no,no,IB4,SC,3,contralateral,936.607
CISNI03,no,no,IB4,SC,4,contralateral,555.6937
CISNI04,SNI,acute,IB4,SC,1,ipsilateral,639.4638
CISNI04,SNI,acute,IB4,SC,2,ipsilateral,316.035
CISNI04,SNI,acute,IB4,SC,3,ipsilateral,614.4507
CISNI04,SNI,acute,IB4,SC,4,ipsilateral,369.4609
CISNI04,no,no,IB4,SC,1,contralateral,677.8194
CISNI04,no,no,IB4,SC,2,contralateral,353.588
CISNI04,no,no,IB4,SC,3,contralateral,817.0629
CISNI04,no,no,IB4,SC,4,contralateral,486.5851
CISNI05,SNI,acute,IB4,SC,1,ipsilateral,764.7368
CISNI05,SNI,acute,IB4,SC,2,ipsilateral,738.079
CISNI05,SNI,acute,IB4,SC,3,ipsilateral,388.282
CISNI05,SNI,acute,IB4,SC,4,ipsilateral,595.8608
CISNI05,no,no,IB4,SC,1,contralateral,1093.8978
CISNI05,no,no,IB4,SC,2,contralateral,922.2704
CISNI05,no,no,IB4,SC,3,contralateral,461.1607
CISNI05,no,no,IB4,SC,4,contralateral,772.2946
CISNI06,SNI,acute,IB4,SC,1,ipsilateral,889.856
CISNI06,SNI,acute,IB4,SC,2,ipsilateral,771.9601
CISNI06,SNI,acute,IB4,SC,3,ipsilateral,359.2632
CISNI06,no,no,IB4,SC,1,contralateral,893.4384
CISNI06,no,no,IB4,SC,2,contralateral,902.3317
